Model,DPO2024B
Firmware Version,1.52

Point Format,Y,,,,,
Horizontal Units,S,,,,,
Horizontal Scale,0.01,,,,,
Sample Interval,1.92012e-05,,,,,
Filter Frequency,2e+08,,,,,
Record Length,5208,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,,10,
Vertical Units,V,,V,,V,
Vertical Offset,0,,0,,0,
Vertical Scale,1,,0.5,,0.2,
Label,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect
9.2475e-02,2.76,2.88,1.04,1.2,-0.076,-0.044
9.2494e-02,2.76,2.68,1.04,0.98,-0.076,-0.092
9.2514e-02,2.8,2.84,1.04,1.14,-0.068,-0.044
9.2533e-02,2.8,2.6,1.06,0.94,-0.06,-0.092
9.2552e-02,2.76,2.88,1.04,1.2,-0.06,-0.044
9.2571e-02,2.76,2.56,1.08,0.94,-0.06,-0.084
9.2590e-02,2.8,2.88,1.04,1.2,-0.068,-0.028
9.2610e-02,2.76,2.6,1.04,0.94,-0.052,-0.076
9.2629e-02,2.8,2.92,1.08,1.22,-0.06,-0.028
9.2648e-02,2.8,2.6,1.06,0.94,-0.052,-0.076
9.2667e-02,2.8,2.96,1.04,1.2,-0.06,-0.028
9.2686e-02,2.8,2.72,1.04,1,-0.06,-0.076
9.2706e-02,2.8,2.84,1.06,1.1,-0.052,-0.02
9.2725e-02,2.8,2.6,1.06,0.94,-0.06,-0.076
9.2744e-02,2.8,2.92,1.04,1.2,-0.036,-0.02
9.2763e-02,2.8,2.6,1.06,0.94,-0.052,-0.068
9.2782e-02,2.8,2.96,1.08,1.22,-0.036,-0.012
9.2802e-02,2.8,2.64,1.06,0.96,-0.052,-0.06
9.2821e-02,2.84,2.96,1.08,1.22,-0.036,-0.004
9.2840e-02,2.84,2.64,1.08,0.94,-0.036,-0.06
9.2859e-02,2.8,2.96,1.06,1.2,-0.036,-0.012
9.2878e-02,2.8,2.72,1.06,0.98,-0.044,-0.06
9.2898e-02,2.8,2.88,1.06,1.1,-0.028,-0.012
9.2917e-02,2.8,2.6,1.06,0.94,-0.044,-0.06
9.2936e-02,2.8,2.92,1.04,1.22,-0.052,-0.012
9.2955e-02,2.8,2.64,1.04,0.94,-0.028,-0.052
9.2974e-02,2.84,2.92,1.04,1.2,-0.036,-0.004
9.2994e-02,2.8,2.64,1.06,0.94,-0.036,-0.044
9.3013e-02,2.84,2.96,1.06,1.2,-0.02,0.004
9.3032e-02,2.84,2.68,1.06,0.92,-0.02,-0.044
9.3051e-02,2.84,2.88,1.06,1.18,-0.02,0.004
9.3070e-02,2.8,2.6,1.04,0.94,-0.02,-0.044
9.3090e-02,2.8,2.96,1.06,1.2,-0.02,0.004
9.3109e-02,2.84,2.6,1.04,0.94,-0.02,-0.044
9.3128e-02,2.8,2.96,1.06,1.2,-0.012,0.004
9.3147e-02,2.8,2.6,1.06,0.94,-0.004,-0.036
9.3166e-02,2.76,2.96,0.94,1.2,-0.012,0.012
9.3186e-02,2.8,2.6,1.06,0.94,-0.02,-0.036
9.3205e-02,2.8,2.96,1.04,1.22,-0.012,0.02
9.3224e-02,2.8,2.72,1.08,1,0.004,-0.028
9.3243e-02,2.8,2.88,1.06,1.12,0.012,0.02
9.3262e-02,2.84,2.6,1.04,0.94,-0.004,-0.028
9.3282e-02,2.8,2.96,1.04,1.2,-0.012,0.02
9.3301e-02,2.84,2.6,1.06,0.94,-0.004,-0.02
9.3320e-02,2.8,2.92,1.06,1.2,0.004,0.028
9.3339e-02,2.8,2.64,1.06,0.96,-0.004,-0.02
9.3358e-02,2.8,2.92,1.06,1.22,0.004,0.028
9.3378e-02,2.8,2.64,1.06,0.96,0.004,-0.02
9.3397e-02,2.8,2.92,1.04,1.2,0.004,0.036
9.3416e-02,2.8,2.64,1.04,1,0.012,-0.02
9.3435e-02,2.72,2.88,1.06,1.1,0.012,0.028
9.3454e-02,2.8,2.68,1.04,0.94,-0.012,-0.02
9.3474e-02,2.84,2.92,1.02,1.2,-0.004,0.028
9.3493e-02,2.8,2.6,1.06,0.94,0.004,-0.02
9.3512e-02,2.88,2.92,1.02,1.2,0.012,0.028
9.3531e-02,2.72,2.48,1.04,0.92,-0.004,-0.02
9.3550e-02,2.76,2.92,1.06,1.22,0.004,0.028
9.3570e-02,2.72,2.56,1.02,0.96,-0.004,-0.02
9.3589e-02,2.68,2.76,1.02,1.1,0.004,0.028
9.3608e-02,2.68,2.44,1.02,0.92,-0.004,-0.02
9.3627e-02,2.64,2.88,1.02,1.2,0.004,0.028
9.3646e-02,2.64,2.4,1,0.92,-0.004,-0.028
9.3666e-02,2.64,2.8,1.02,1.2,-0.004,0.028
9.3685e-02,2.6,2.36,1.02,0.9,-0.004,-0.02
9.3704e-02,2.52,2.8,1.02,1.2,0.004,0.028
9.3723e-02,2.6,2.32,1,0.9,0.004,-0.02
9.3742e-02,2.6,2.76,1.02,1.2,-0.004,0.028
9.3762e-02,2.6,2.48,1.02,0.96,0.004,-0.02
9.3781e-02,2.56,2.64,1.02,1.08,0.004,0.028
9.3800e-02,2.56,2.28,1,0.9,-0.004,-0.02
9.3819e-02,2.56,2.76,1.02,1.2,-0.004,0.028
9.3838e-02,2.56,2.28,0.98,0.9,0.004,-0.02
9.3858e-02,2.56,2.72,1.02,1.18,0.004,0.028
9.3877e-02,2.52,2.28,1.04,0.9,0.004,-0.02
9.3896e-02,2.52,2.72,1.02,1.2,-0.012,0.028
9.3915e-02,2.48,2.24,1,0.9,0.004,-0.02
9.3934e-02,2.48,2.68,1.02,1.2,0.004,0.028
9.3954e-02,2.4,2.4,1,0.94,0.004,-0.02
9.3973e-02,2.48,2.56,1.02,1.06,0.004,0.028
9.3992e-02,2.48,2.24,1,0.9,-0.004,-0.02
9.4011e-02,2.48,2.64,0.98,1.18,0.012,0.028
9.4030e-02,2.48,2.2,0.98,0.9,0.004,-0.028
9.4050e-02,2.6,2.64,1.06,1.18,-0.012,0.028
9.4069e-02,2.48,2.16,0.96,0.88,0.004,-0.02
9.4088e-02,2.4,2.64,0.98,1.18,0.004,0.028
9.4107e-02,2.44,2.28,0.98,0.9,-0.004,-0.02
9.4126e-02,2.44,2.48,1.02,1.08,0.012,0.028
9.4146e-02,2.36,2.12,0.98,0.86,-0.004,-0.02
9.4165e-02,2.4,2.6,1,1.18,0.004,0.028
9.4184e-02,2.4,2.12,1,0.88,0.004,-0.028
9.4203e-02,2.4,2.56,0.98,1.18,0.004,0.028
9.4222e-02,2.4,2.08,0.98,0.88,-0.004,-0.028
9.4242e-02,2.36,2.56,1,1.18,-0.004,0.028
9.4261e-02,2.36,2.08,0.98,0.86,-0.004,-0.02
9.4280e-02,2.36,2.52,0.98,1.18,0.004,0.036
9.4299e-02,2.32,2.24,1,0.94,-0.004,-0.02
9.4318e-02,2.36,2.44,0.96,1.04,-0.004,0.028
9.4338e-02,2.32,2.04,0.98,0.86,-0.004,-0.02
9.4357e-02,2.32,2.52,0.98,1.16,-0.004,0.028
9.4376e-02,2.32,2.04,0.98,0.86,0.012,-0.028
9.4395e-02,2.28,2.48,0.98,1.18,0.004,0.028
9.4414e-02,2.32,2.04,1,0.86,0.004,-0.02
9.4434e-02,2.28,2.48,1,1.16,0.004,0.036
9.4453e-02,2.32,2,0.98,0.86,0.004,-0.02
9.4472e-02,2.28,2.44,0.98,1.16,0.012,0.028
9.4491e-02,2.28,2.12,0.98,0.88,0.004,-0.02
9.4510e-02,2.28,2.4,0.94,1.14,-0.004,0.028
9.4530e-02,2.28,2,0.96,0.86,-0.004,-0.02
9.4549e-02,2.2,2.44,0.98,1.16,0.004,0.028
9.4568e-02,2.24,1.96,0.98,0.84,0.004,-0.02
9.4587e-02,2.24,2.44,0.98,1.16,0.004,0.028
9.4606e-02,2.24,1.96,0.94,0.84,0.004,-0.02
9.4626e-02,2.2,2.4,0.98,1.16,0.004,0.028
9.4645e-02,2.24,2.12,0.94,0.9,0.004,-0.02
9.4664e-02,2.24,2.28,0.98,1.04,-0.004,0.028
9.4683e-02,2.16,1.92,0.94,0.84,-0.004,-0.028
9.4702e-02,2.2,2.4,0.94,1.16,0.004,0.036
9.4722e-02,2.2,1.92,0.96,0.84,0.004,-0.028
9.4741e-02,2.2,2.36,0.98,1.16,0.004,0.028
9.4760e-02,2.2,1.88,0.96,0.82,-0.004,-0.02
9.4779e-02,2.16,2.36,0.98,1.16,0.012,0.028
9.4798e-02,2.16,1.88,0.96,0.82,0.004,-0.02
9.4818e-02,2.16,2.32,0.98,1.14,0.012,0.028
9.4837e-02,2.16,2.08,0.98,0.92,0.004,-0.02
9.4856e-02,2.16,2.24,0.96,1.02,0.004,0.028
9.4875e-02,2.16,1.84,0.98,0.84,-0.012,-0.02
9.4894e-02,2.16,2.32,0.96,1.14,0.004,0.028
9.4914e-02,2.12,1.84,0.94,0.84,0.004,-0.02
9.4933e-02,2.16,2.32,0.98,1.16,-0.004,0.028
9.4952e-02,2.12,1.84,0.96,0.82,-0.004,-0.02
9.4971e-02,2.12,2.28,0.96,1.12,-0.012,0.028
9.4990e-02,2.12,2,0.96,0.88,0.004,-0.02
9.5010e-02,2.12,2.2,0.96,1.06,0.004,0.028
9.5029e-02,1.84,1.84,0.9,0.84,0.004,-0.02
9.5048e-02,2.12,2.24,0.96,1.14,0.004,0.036
9.5067e-02,2.12,1.88,0.94,0.82,-0.004,-0.02
9.5086e-02,2.08,2.24,0.92,1.2,-0.004,0.028
9.5106e-02,2.08,1.84,0.94,0.8,-0.004,-0.02
9.5125e-02,2.08,2.2,0.98,1.18,0.004,0.028
9.5144e-02,2.08,1.84,0.96,0.78,0.004,-0.02
9.5163e-02,2.04,2.2,0.94,1.2,-0.012,0.028
9.5182e-02,2.08,2,0.94,0.88,0.004,-0.02
9.5202e-02,2.08,2.12,0.94,1.02,-0.004,0.028
9.5221e-02,2.08,1.88,0.98,0.82,0.004,-0.02
9.5240e-02,2.04,2.16,0.96,1.18,0.012,0.028
9.5259e-02,2.04,1.88,0.96,0.84,0.004,-0.02
9.5278e-02,2.04,2.16,0.94,1.14,0.004,0.028
9.5298e-02,2.04,1.92,0.92,0.86,0.004,-0.02
9.5317e-02,2,2.16,0.96,1.1,0.004,0.028
9.5336e-02,2.04,1.92,0.94,0.86,0.004,-0.028
9.5355e-02,2,2.16,0.94,1.1,-0.004,0.036
9.5375e-02,2,1.96,0.94,0.9,0.004,-0.02
9.5394e-02,2,2.08,0.94,1.02,0.004,0.028
9.5413e-02,2,1.92,0.96,0.82,-0.004,-0.02
9.5432e-02,2,2.16,0.94,1.1,0.004,0.028
9.5451e-02,1.96,1.88,0.96,0.84,0.004,-0.02
9.5471e-02,2,2.12,0.94,1.1,0.012,0.028
9.5490e-02,2,1.88,0.94,0.84,-0.004,-0.02
9.5509e-02,2,2.12,0.94,1.08,0.004,0.028
9.5528e-02,2,1.92,0.94,0.88,0.004,-0.02
9.5547e-02,1.96,2.04,0.94,1,0.004,0.028
9.5567e-02,1.96,1.88,0.94,0.82,0.004,-0.02
9.5586e-02,1.96,2.08,0.92,1.08,0.004,0.028
9.5605e-02,1.92,1.88,0.94,0.86,0.012,-0.02
9.5624e-02,1.96,2.08,0.94,1.04,0.004,0.028
9.5643e-02,1.92,1.84,0.92,0.86,0.004,-0.02
9.5663e-02,1.96,2.04,0.96,1.04,0.004,0.036
9.5682e-02,1.96,1.84,0.96,0.84,0.004,-0.02
9.5701e-02,1.96,2.04,0.94,1.04,0.004,0.028
9.5720e-02,1.92,1.88,0.94,0.88,0.004,-0.02
9.5739e-02,1.88,2,0.94,1,0.004,0.028
9.5759e-02,1.96,1.84,0.92,0.86,0.012,-0.02
9.5778e-02,1.92,2.04,0.94,1.06,-0.004,0.028
9.5797e-02,1.92,1.84,0.94,0.86,-0.004,-0.02
9.5816e-02,1.92,2,0.94,1.02,0.004,0.028
9.5835e-02,1.88,1.84,0.92,0.86,-0.004,-0.028
9.5855e-02,1.88,2,0.94,1.04,-0.012,0.028
9.5874e-02,1.88,1.84,0.92,0.86,0.004,-0.02
9.5893e-02,1.92,2,0.94,1,0.02,0.028
9.5912e-02,1.88,1.84,0.92,0.86,0.004,-0.02
9.5931e-02,1.88,1.96,0.92,0.98,-0.004,0.028
9.5951e-02,1.92,1.8,0.94,0.86,0.004,-0.02
9.5970e-02,1.88,1.96,0.94,1.04,-0.004,0.028
9.5989e-02,1.88,1.84,0.94,0.86,0.012,-0.02
9.6008e-02,1.88,1.96,0.94,1,-0.004,0.028
9.6027e-02,1.88,1.8,0.94,0.86,-0.004,-0.02
9.6047e-02,1.88,1.96,0.94,1,0.004,0.028
9.6066e-02,1.84,1.8,0.94,0.86,-0.004,-0.02
9.6085e-02,1.88,1.96,0.92,1,0.004,0.036
9.6104e-02,1.88,1.8,0.94,0.86,-0.004,-0.02
9.6123e-02,1.88,1.96,0.94,1,-0.004,0.028
9.6143e-02,1.88,1.8,0.94,0.86,-0.004,-0.02
9.6162e-02,1.84,1.92,0.94,1,-0.004,0.028
9.6181e-02,1.88,1.8,0.92,0.84,-0.004,-0.02
9.6200e-02,1.84,1.92,0.92,0.98,0.004,0.028
9.6219e-02,1.88,1.76,0.94,0.86,0.004,-0.02
9.6239e-02,1.88,1.92,0.92,1,-0.004,0.028
9.6258e-02,1.84,1.76,0.94,0.86,-0.004,-0.02
9.6277e-02,1.84,1.92,0.94,0.98,0.004,0.028
9.6296e-02,1.8,1.76,0.92,0.84,-0.004,-0.02
9.6315e-02,1.84,1.92,0.92,1,0.004,0.028
9.6335e-02,1.84,1.76,0.92,0.86,0.012,-0.02
9.6354e-02,1.84,1.92,0.92,0.98,0.004,0.028
9.6373e-02,1.8,1.76,0.92,0.86,0.012,-0.02
9.6392e-02,1.84,1.88,0.92,0.98,0.004,0.028
9.6411e-02,1.84,1.76,0.92,0.86,0.012,-0.02
9.6431e-02,1.8,1.88,0.9,0.98,0.004,0.028
9.6450e-02,1.84,1.76,0.96,0.84,0.004,-0.02
9.6469e-02,1.8,1.88,0.88,0.98,0.004,0.028
9.6488e-02,1.8,1.72,0.92,0.84,0.004,-0.028
9.6507e-02,1.8,1.88,0.92,1,0.012,0.028
9.6527e-02,1.84,1.72,0.92,0.84,-0.004,-0.02
9.6546e-02,1.8,1.88,0.9,0.98,-0.004,0.028
9.6565e-02,1.8,1.72,0.94,0.86,0.012,-0.012
9.6584e-02,1.8,1.88,0.94,0.98,0.004,0.044
9.6603e-02,1.8,1.76,0.96,0.9,0.028,0.012
9.6623e-02,1.84,1.96,0.98,1.04,0.044,0.1
9.6642e-02,1.92,1.88,1.02,0.94,0.084,0.06
9.6661e-02,2,2.12,1.02,1.12,0.092,0.14
9.6680e-02,2.08,2.04,1.04,1.02,0.124,0.1
9.6699e-02,2.16,2.28,1.08,1.16,0.14,0.164
9.6719e-02,2.24,2.16,1.08,1,0.148,0.124
9.6738e-02,2.32,2.44,1.08,1.16,0.156,0.172
9.6757e-02,2.36,2.32,1.1,1.02,0.14,0.132
9.6776e-02,2.44,2.56,1.12,1.16,0.164,0.188
9.6795e-02,2.52,2.44,1.1,1.04,0.172,0.156
9.6815e-02,2.6,2.68,1.12,1.2,0.18,0.212
9.6834e-02,2.64,2.6,1.1,1.06,0.196,0.172
9.6853e-02,2.72,2.84,1.1,1.18,0.196,0.228
9.6872e-02,2.76,2.72,1.14,1.08,0.212,0.188
9.6891e-02,2.84,2.96,1.18,1.24,0.228,0.252
9.6911e-02,2.88,2.88,1.18,1.08,0.244,0.196
9.6930e-02,3,3.08,1.16,1.22,0.228,0.252
9.6949e-02,3.04,3,1.14,1.06,0.22,0.188
9.6968e-02,3.08,3.16,1.12,1.22,0.204,0.236
9.6987e-02,3.08,2.96,1.14,1.08,0.22,0.204
9.7007e-02,3.12,3.24,1.12,1.22,0.228,0.252
9.7026e-02,3.16,3.12,1.18,1.08,0.236,0.212
9.7045e-02,3.2,3.28,1.14,1.22,0.244,0.26
9.7064e-02,3.2,3.16,1.16,1.08,0.236,0.212
9.7083e-02,3.24,3.32,1.14,1.22,0.244,0.268
9.7103e-02,3.28,3.2,1.18,1.08,0.244,0.22
9.7122e-02,3.28,3.36,1.14,1.22,0.244,0.268
9.7141e-02,3.32,3.2,1.14,1.08,0.236,0.212
9.7160e-02,3.32,3.36,1.14,1.22,0.228,0.268
9.7179e-02,3.28,3.2,1.14,1.04,0.244,0.22
9.7199e-02,3.28,3.36,1.14,1.22,0.252,0.276
9.7218e-02,3.28,3.24,1.16,1.08,0.252,0.236
9.7237e-02,3.36,3.36,1.14,1.24,0.252,0.284
9.7256e-02,3.32,3.24,1.16,1.06,0.252,0.236
9.7275e-02,3.36,3.4,1.16,1.22,0.252,0.284
9.7295e-02,3.32,3.24,1.16,1.06,0.268,0.244
9.7314e-02,3.36,3.4,1.16,1.24,0.268,0.292
9.7333e-02,3.36,3.28,1.18,1.08,0.268,0.244
9.7352e-02,3.36,3.4,1.14,1.22,0.268,0.3
9.7371e-02,3.36,3.2,1.16,1.08,0.276,0.252
9.7391e-02,3.36,3.48,1.14,1.24,0.276,0.308
9.7410e-02,3.36,3.32,1.18,1.12,0.3,0.276
9.7429e-02,3.4,3.48,1.18,1.24,0.3,0.324
9.7448e-02,3.44,3.36,1.18,1.1,0.3,0.276
9.7467e-02,3.44,3.48,1.18,1.24,0.3,0.324
9.7487e-02,3.4,3.36,1.16,1.1,0.3,0.268
9.7506e-02,3.4,3.48,1.16,1.24,0.3,0.324
9.7525e-02,3.44,3.32,1.16,1.08,0.3,0.284
9.7544e-02,3.44,3.48,1.18,1.24,0.308,0.332
9.7563e-02,3.44,3.36,1.18,1.1,0.308,0.284
9.7583e-02,3.4,3.52,1.16,1.26,0.316,0.34
9.7602e-02,3.44,3.36,1.16,1.12,0.316,0.3
9.7621e-02,3.44,3.52,1.16,1.26,0.324,0.348
9.7640e-02,3.48,3.4,1.18,1.1,0.332,0.3
9.7659e-02,3.48,3.52,1.2,1.26,0.332,0.356
9.7679e-02,3.48,3.4,1.2,1.1,0.324,0.3
9.7698e-02,3.44,3.52,1.16,1.24,0.332,0.348
9.7717e-02,3.48,3.36,1.16,1.08,0.332,0.308
9.7736e-02,3.48,3.52,1.18,1.24,0.316,0.356
9.7755e-02,3.44,3.4,1.18,1.1,0.34,0.308
9.7775e-02,3.44,3.52,1.16,1.24,0.332,0.364
9.7794e-02,3.48,3.28,1.18,1.08,0.348,0.332
9.7813e-02,3.48,3.56,1.18,1.26,0.356,0.388
9.7832e-02,3.52,3.4,1.2,1.12,0.364,0.332
9.7851e-02,3.52,3.56,1.18,1.26,0.364,0.388
9.7871e-02,3.48,3.44,1.18,1.1,0.364,0.332
9.7890e-02,3.52,3.56,1.18,1.26,0.348,0.38
9.7909e-02,3.52,3.44,1.16,1.12,0.364,0.34
9.7928e-02,3.52,3.56,1.18,1.26,0.364,0.388
9.7947e-02,3.52,3.44,1.2,1.14,0.356,0.348
9.7967e-02,3.52,3.56,1.18,1.24,0.38,0.396
9.7986e-02,3.48,3.44,1.2,1.12,0.38,0.356
9.8005e-02,3.48,3.56,1.2,1.28,0.38,0.412
9.8024e-02,3.52,3.44,1.18,1.14,0.372,0.364
9.8043e-02,3.48,3.56,1.18,1.24,0.38,0.412
9.8063e-02,3.52,3.44,1.18,1.1,0.38,0.348
9.8082e-02,3.52,3.56,1.16,1.22,0.38,0.396
9.8101e-02,3.52,3.44,1.16,1.1,0.372,0.348
9.8120e-02,3.48,3.56,1.16,1.22,0.372,0.396
9.8139e-02,3.52,3.4,1.18,1.12,0.38,0.356
9.8159e-02,3.44,3.52,1.18,1.22,0.388,0.412
9.8178e-02,3.48,3.28,1.18,1.14,0.396,0.372
9.8197e-02,3.48,3.52,1.18,1.24,0.404,0.428
9.8216e-02,3.48,3.4,1.22,1.14,0.396,0.388
9.8235e-02,3.48,3.52,1.22,1.24,0.412,0.436
9.8255e-02,3.44,3.36,1.2,1.1,0.404,0.356
9.8274e-02,3.44,3.52,1.18,1.22,0.388,0.428
9.8293e-02,3.44,3.28,1.14,1.08,0.38,0.356
9.8312e-02,3.4,3.44,1.14,1.2,0.372,0.396
9.8331e-02,3.32,3.16,1.16,0.96,0.388,0.356
9.8351e-02,3.32,3.44,1.12,1.3,0.38,0.404
9.8370e-02,3.28,3.2,1.14,1.08,0.388,0.364
9.8389e-02,3.28,3.36,1.14,1.2,0.388,0.412
9.8408e-02,3.24,3.2,1.14,1.1,0.388,0.38
9.8427e-02,3.28,3.32,1.16,1.22,0.404,0.428
9.8447e-02,3.28,3.16,1.16,1.08,0.396,0.356
9.8466e-02,3.28,3.32,1.12,1.2,0.396,0.42
9.8485e-02,3.24,3.08,1.1,1.04,0.372,0.34
9.8504e-02,3.16,3.28,1.1,1.16,0.372,0.396
9.8524e-02,3.12,3,1.1,1.04,0.364,0.34
9.8543e-02,3.08,3.2,1.08,1.16,0.364,0.388
9.8562e-02,3.04,2.88,1.1,1.04,0.372,0.348
9.8581e-02,3.04,3.08,1.1,1.16,0.372,0.404
9.8600e-02,3,2.92,1.1,1.06,0.388,0.364
9.8620e-02,3.04,3.08,1.12,1.16,0.388,0.412
9.8639e-02,3,2.92,1.1,1.06,0.38,0.356
9.8658e-02,2.96,3.08,1.12,1.16,0.388,0.412
9.8677e-02,2.96,2.84,1.1,1.02,0.372,0.34
9.8696e-02,2.92,3.04,1.08,1.14,0.348,0.388
9.8716e-02,2.88,2.68,1.06,0.9,0.356,0.332
9.8735e-02,2.84,2.96,1.06,1.24,0.356,0.38
9.8754e-02,2.8,2.68,1.06,1,0.356,0.332
9.8773e-02,2.76,2.84,1.08,1.12,0.364,0.396
9.8792e-02,2.76,2.6,1,0.84,0.372,0.332
9.8812e-02,2.76,3,1.08,1.36,0.356,0.404
9.8831e-02,2.76,2.6,1.06,0.82,0.388,0.348
9.8850e-02,2.76,3.04,1.08,1.4,0.38,0.412
9.8869e-02,2.76,2.56,1.06,0.82,0.372,0.316
9.8888e-02,2.72,2.96,1.04,1.36,0.34,0.388
9.8908e-02,2.68,2.44,1.04,0.78,0.34,0.308
9.8927e-02,2.64,2.84,1.04,1.34,0.348,0.372
9.8946e-02,2.56,2.4,1,0.88,0.34,0.324
9.8965e-02,2.56,2.64,1.04,1.14,0.348,0.38
9.8984e-02,2.52,2.36,1.06,0.8,0.348,0.308
9.9004e-02,2.48,2.76,1.02,1.34,0.348,0.38
9.9023e-02,2.52,2.32,1.04,0.8,0.364,0.324
9.9042e-02,2.48,2.72,1.06,1.36,0.356,0.388
9.9061e-02,2.52,2.24,1.02,0.76,0.356,0.3
9.9080e-02,2.44,2.68,1.02,1.32,0.332,0.372
9.9100e-02,2.4,2.2,1,0.9,0.324,0.292
9.9119e-02,2.32,2.48,1,1.06,0.324,0.34
9.9138e-02,2.24,2.12,0.78,0.76,0.332,0.276
9.9157e-02,2.24,2.56,0.98,1.3,0.316,0.348
9.9176e-02,2.24,2.04,0.98,0.76,0.316,0.284
9.9196e-02,2.16,2.44,0.98,1.3,0.308,0.348
9.9215e-02,2.16,1.96,0.96,0.74,0.316,0.284
9.9234e-02,2.12,2.4,1,1.3,0.308,0.348
9.9253e-02,2.08,1.92,0.98,0.74,0.308,0.26
9.9272e-02,2.08,2.32,0.96,1.26,0.308,0.34
9.9292e-02,2.04,1.88,0.92,0.86,0.284,0.26
9.9311e-02,2,2.12,0.94,0.98,0.276,0.308
9.9330e-02,2,1.8,1,0.72,0.276,0.244
9.9349e-02,1.88,2.16,0.92,1.24,0.276,0.308
9.9368e-02,1.84,1.68,0.92,0.7,0.276,0.252
9.9388e-02,1.8,2.08,0.92,1.24,0.276,0.308
9.9407e-02,1.8,1.6,0.92,0.7,0.276,0.244
9.9426e-02,1.76,2,0.92,1.22,0.276,0.308
9.9445e-02,1.72,1.56,0.92,0.66,0.284,0.228
9.9464e-02,1.72,1.96,0.9,1.2,0.268,0.292
9.9484e-02,1.68,1.56,0.9,0.82,0.26,0.22
9.9503e-02,1.64,1.76,0.9,0.94,0.236,0.276
9.9522e-02,1.64,1.44,0.9,0.64,0.228,0.204
9.9541e-02,1.6,1.84,0.9,1.16,0.236,0.268
9.9560e-02,1.52,1.32,0.84,0.62,0.228,0.196
9.9580e-02,1.48,1.72,0.86,1.16,0.228,0.252
9.9599e-02,1.44,1.24,0.84,0.64,0.22,0.188
9.9618e-02,1.4,1.64,0.84,1.16,0.22,0.252
9.9637e-02,1.4,1.24,0.84,0.78,0.22,0.196
9.9656e-02,1.36,1.44,0.84,0.94,0.22,0.244
9.9676e-02,1.2,1.2,0.76,0.62,0.228,0.172
9.9695e-02,1.32,1.56,0.84,1.16,0.204,0.252
9.9714e-02,1.28,1.08,0.82,0.58,0.196,0.156
9.9733e-02,1.2,1.44,0.82,1.1,0.18,0.22
9.9752e-02,1.16,0.96,0.8,0.58,0.18,0.156
9.9772e-02,1.12,1.36,0.8,1.14,0.204,0.212
9.9791e-02,1.12,0.92,0.82,0.58,0.188,0.156
9.9810e-02,1.08,1.32,0.82,1.12,0.18,0.22
9.9829e-02,1.04,1,0.82,0.78,0.196,0.164
9.9848e-02,1.04,1.12,0.8,0.86,0.18,0.212
9.9868e-02,1,0.88,0.84,0.58,0.188,0.148
9.9887e-02,1,1.28,0.82,1.12,0.18,0.22
9.9906e-02,0.96,0.8,0.8,0.56,0.164,0.132
9.9925e-02,1,1.24,0.78,1.1,0.156,0.196
9.9944e-02,0.92,0.72,0.78,0.56,0.148,0.124
9.9964e-02,0.88,1.12,0.78,1.08,0.156,0.18
9.9983e-02,0.88,0.72,0.8,0.54,0.156,0.116
1.0000e-01,0.84,1.08,0.78,1.06,0.164,0.188
1.0002e-01,0.84,0.8,0.8,0.74,0.164,0.132
1.0004e-01,0.8,0.92,0.82,0.84,0.156,0.18
1.0006e-01,0.8,0.68,0.78,0.56,0.156,0.124
1.0008e-01,0.84,1.08,0.8,1.08,0.148,0.188
1.0010e-01,0.8,0.64,0.76,0.56,0.14,0.1
1.0012e-01,0.8,1.04,0.76,1.08,0.14,0.172
1.0014e-01,0.76,0.6,0.78,0.52,0.14,0.1
1.0016e-01,0.76,1,0.76,1.06,0.124,0.172
1.0017e-01,0.72,0.64,0.78,0.68,0.14,0.116
1.0019e-01,0.72,0.88,0.78,0.88,0.14,0.156
1.0021e-01,0.68,0.56,0.72,0.54,0.14,0.092
1.0023e-01,0.68,0.96,0.78,1.08,0.124,0.164
1.0025e-01,0.72,0.6,0.8,0.56,0.132,0.1
1.0027e-01,0.68,0.96,0.76,1.08,0.124,0.164
1.0029e-01,0.72,0.56,0.76,0.54,0.124,0.076
1.0031e-01,0.68,0.96,0.76,1.08,0.116,0.148
1.0033e-01,0.68,0.52,0.76,0.52,0.116,0.076
1.0035e-01,0.64,0.88,0.76,1.04,0.108,0.14
1.0037e-01,0.64,0.6,0.74,0.7,0.108,0.084
1.0039e-01,0.64,0.72,0.76,0.8,0.116,0.132
1.0041e-01,0.64,0.52,0.78,0.52,0.108,0.076
1.0042e-01,0.64,0.88,0.76,1.06,0.124,0.14
1.0044e-01,0.64,0.48,0.76,0.54,0.116,0.076
1.0046e-01,0.64,0.88,0.76,1.08,0.108,0.14
1.0048e-01,0.6,0.44,0.72,0.54,0.1,0.06
1.0050e-01,0.64,0.84,0.76,1.04,0.1,0.124
1.0052e-01,0.6,0.44,0.76,0.52,0.084,0.052
1.0054e-01,0.6,0.84,0.74,1.08,0.092,0.116
1.0056e-01,0.6,0.48,0.72,0.68,0.076,0.068
1.0058e-01,0.52,0.72,0.74,0.8,0.092,0.108
1.0060e-01,0.56,0.44,0.74,0.54,0.092,0.052
1.0062e-01,0.56,0.8,0.76,1.06,0.084,0.116
